item_key,catalog_type,catalog_name,match_status,match_score,asin,amazon_title,amazon_url,purchase_ppu,quantity_total,item_net_total,order_date,seller_name,brand,amazon_category
shop_vac_attach,tool,Shop Vac Attach,unmatched,0.45,B0BD55PS3F,"9 Pcs Universal Vacuum Attachments for Shop Vac Accessories - 2 1/2"" to 1 1/4"" Hose Adapter for Shop Vac, 1 7/8"" to 1"" Vacuum Hose Adapter, 1 1/4"" Vac",https://www.amazon.ca/dp/B0BD55PS3F,41.49,1.0,46.88,2023/10/06,lanxingyuan,GIB cleaningtool,Home Improvement
simoniz_1900_psi_electric_pressure_washer_d_5_df_4_ea_0_db_9_a_4_d_59_9_a_70_34_d_5_ff_570116_jpgren,tool,simoniz 1900 psi electric pressure washer d 5 df 4 ea 0 db 9 a 4 d 59 9 a 70 34 d 5 ff 570116 jpgrendition,unmatched,0.335,B09THYTTWQ,"WEOSMIRA Pressure Washer Adapter Set, 3/8 Quick Connect Fittings, Male and Female Power Washer Quick Disconnect, 3/8"" Quick Plug Male Nipple, 6 Pieces, Stainless Steel, 5000 PSI",https://www.amazon.ca/dp/B09THYTTWQ,24.99,1.0,28.24,2025/01/09,WEOSMIRA,WEOSMIRA,Home Improvement
snap_fresh_cordless_leaf_blower_550_cfm_brushless_leaf_blower_with_4_0_ah_battery_and_fast_charger,tool,"Snap Fresh Cordless Leaf Blower, 550 CFM Brushless Leaf Blower with 4.0 Ah Battery & Fast Charger",review,0.66,B0C6Q73ZHT,"SnapFresh Leaf Blower - 550CFM Brushless Leaf Blower with 4.0Ah Battery & Fast Charger, 20V Electric Leaf Blower for Lawn Care, Battery Powered Lightweight Leaf Blower for Yard Patio Garden",https://www.amazon.ca/dp/B0C6Q73ZHT,169.99,1.0,192.09,2024/05/09,SnapFresh Official,SnapFresh,Lawn & Patio
squeegee,tool,Squeegee,review,0.615,B01C6KUNZI,"MR. SIGA Window Cleaning Combo - Squeegee & Microfiber Window Washer, Size: 35cm",https://www.amazon.ca/dp/B01C6KUNZI,22.98,1.0,25.97,2023/11/22,Mr SIGA CANADA,MR.SIGA,Kitchen
tornador,tool,Tornador,unmatched,0.285,B09X9XXHGN,ORTUR Laser Head Focusing Controller for Ortur Laser MasterLaser Engraver,https://www.amazon.ca/dp/B09X9XXHGN,99.99,1.0,112.99,2022/08/06,Ortur,Ortur,Sports
water_gun,tool,Water Gun,unmatched,0.446,B0748H3GKN,"Catit Senses 2.0 Cat Water Fountain Filters, Cat Water Fountain, 5 Pack",https://www.amazon.ca/dp/B0748H3GKN,17.48,2.0,39.52,2024/10/21,Amazon,Catit,Pet Products
watertank,tool,watertank,unmatched,0.341,B0748H3GKN,"Catit Senses 2.0 Cat Water Fountain Filters, Cat Water Fountain, 5 Pack",https://www.amazon.ca/dp/B0748H3GKN,17.48,2.0,39.52,2024/10/21,Amazon,Catit,Pet Products
waterwheels,tool,waterwheels,unmatched,0.3,B01HEQHXE8,Nerf N-Strike Elite Jolt Blaster,https://www.amazon.ca/dp/B01HEQHXE8,2.93,1.0,3.31,2022/11/25,Amazon.ca,Hasbro,Toy
weosmira_pressure_washer_adapter_set,tool,WEOSMIRA Pressure Washer Adapter Set,review,0.709,B09THYTTWQ,"WEOSMIRA Pressure Washer Adapter Set, 3/8 Quick Connect Fittings, Male and Female Power Washer Quick Disconnect, 3/8"" Quick Plug Male Nipple, 6 Pieces, Stainless Steel, 5000 PSI",https://www.amazon.ca/dp/B09THYTTWQ,24.99,1.0,28.24,2025/01/09,WEOSMIRA,WEOSMIRA,Home Improvement
wilteexs_pressure_washer_hose_50_ft,tool,WILTEEXS Pressure Washer Hose 50 FT,review,0.72,B0BR7T4GY3,"WILTEEXS Pressure Washer Hose 50FT X 1/4'', Kink Resistant Power Washer Hose Kits with M22-14mm x 3/8"" Quick Connect Extension Adapter Replacement for Universal Pressure Washer, 3600PSI",https://www.amazon.ca/dp/B0BR7T4GY3,52.99,1.0,59.88,2025/01/09,Wilteexs,WILTEEXS,Home Improvement
worth_garden_leader_short_garden_hose_2,tool,Worth Garden Leader Short Garden Hose 2,review,0.736,B08M5SKJ2C,"Worth Garden LEADER Short Garden Hose 3/4 in. x 2 ft. NO KINK, LEAD-IN Water Hose with Male to Female Fittings,PVC Durable Garden Pipe with Brass for Household &commercial Use,12 YEARS WARRANTY",https://www.amazon.ca/dp/B08M5SKJ2C,20.69,2.0,44.07,2024/06/08,INATURELIVING,Worth,Home Improvement
worth_garden_leader_short_garden_hose,tool,Worth Garden Leader Short Garden Hose,review,0.734,B08M5SKJ2C,"Worth Garden LEADER Short Garden Hose 3/4 in. x 2 ft. NO KINK, LEAD-IN Water Hose with Male to Female Fittings,PVC Durable Garden Pipe with Brass for Household &commercial Use,12 YEARS WARRANTY",https://www.amazon.ca/dp/B08M5SKJ2C,20.69,2.0,44.07,2024/06/08,INATURELIVING,Worth,Home Improvement
wrap_kit,tool,Wrap Kit,unmatched,0.465,B08BRV8PF4,"Pro Vinyl Wraps Applicator Tool Kit Window Tint Film Car Wrapping Tools Includes Felt Squeegees, Plastic Scraper, Wrap Knife and Blades, Magnetic Hold",https://www.amazon.ca/dp/B08BRV8PF4,38.99,1.0,44.06,2023/10/06,NEWISHTOOL,NEWISHTOOL,Automotive Parts and Accessories
